Importance,Level,Code,Occupation
35,36,29-1062.00,Family and General Practitioners
35,36,13-1074.00,Farm Labor Contractors
35,36,17-2141.01,Fuel Cell Engineers
35,36,29-1069.07,Pathologists
35,36,29-1069.10,Radiologists
35,34,19-1021.00,Biochemists and Biophysicists
35,34,33-1011.00,First-Line Supervisors of Correctional Officers
35,32,11-3051.04,Biomass Power Plant Managers
35,32,15-1152.00,Computer Network Support Specialists
35,32,27-4032.00,Film and Video Editors
35,32,17-2199.04,Manufacturing Engineers
35,32,29-9099.01,Midwives
35,32,19-1029.02,Molecular and Cellular Biologists
35,30,53-6051.08,Freight and Cargo Inspectors
35,30,13-1041.04,Government Property Inspectors and Investigators
35,30,31-9095.00,Pharmacy Aides
35,29,53-2021.00,Air Traffic Controllers
35,29,27-1011.00,Art Directors
35,29,11-3051.03,Biofuels Production Managers
35,29,41-1011.00,First-Line Supervisors of Retail Sales Workers
35,29,19-1029.03,Geneticists
35,29,51-8011.00,Nuclear Power Reactor Operators
35,29,53-6061.00,"Transportation Attendants, Except Flight Attendants"
35,27,27-2022.00,Coaches and Scouts
35,27,33-9091.00,Crossing Guards
35,27,43-5031.00,"Police, Fire, and Ambulance Dispatchers"
35,23,13-1041.02,Licensing Examiners and Inspectors
31,41,29-1122.00,Occupational Therapists
31,37,17-2199.09,Nanosystems Engineers
31,36,11-3051.06,Hydroelectric Production Managers
31,34,17-2199.11,Solar Energy Systems Engineers
31,32,27-1014.00,Multimedia Artists and Animators
31,32,27-2012.05,Technical Directors/Managers
31,30,17-3011.01,Architectural Drafters
31,30,25-9011.00,Audio-Visual and Multimedia Collections Specialists
31,30,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
31,30,17-3012.01,Electronic Drafters
31,30,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
31,30,11-3051.02,Geothermal Production Managers
31,30,17-2121.01,Marine Engineers
31,30,31-9092.00,Medical Assistants
31,30,29-2053.00,Psychiatric Technicians
31,30,29-1125.00,Recreational Therapists
31,29,17-1021.00,Cartographers and Photogrammetrists
31,29,17-3029.02,Electrical Engineering Technologists
31,29,19-2041.02,Environmental Restoration Planners
31,29,27-1024.00,Graphic Designers
31,29,13-1121.00,"Meeting, Convention, and Event Planners"
31,29,39-9021.00,Personal Care Aides
31,29,51-8012.00,Power Distributors and Dispatchers
31,29,19-4099.03,Remote Sensing Technicians
31,29,19-1031.01,Soil and Water Conservationists
31,29,31-9099.01,Speech-Language Pathology Assistants
31,29,15-1199.11,Video Game Designers
31,27,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
31,27,29-1065.00,"Pediatricians, General"
31,27,19-1031.02,Range Managers
31,27,53-1021.01,Recycling Coordinators
31,25,39-1021.00,First-Line Supervisors of Personal Service Workers
31,25,27-3012.00,Public Address System and Other Announcers
31,25,27-3011.00,Radio and Television Announcers
31,25,43-2011.00,"Switchboard Operators, Including Answering Service"
31,21,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
28,32,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
28,32,53-6041.00,Traffic Technicians
28,30,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
28,30,27-2031.00,Dancers
28,30,19-1032.00,Foresters
28,30,43-3071.00,Tellers
28,29,39-9011.00,Childcare Workers
28,29,27-2032.00,Choreographers
28,29,11-3021.00,Computer and Information Systems Managers
28,29,47-4011.00,Construction and Building Inspectors
28,29,13-1041.01,Environmental Compliance Inspectors
28,29,29-1128.00,Exercise Physiologists
28,29,11-9039.02,Fitness and Wellness Coordinators
28,29,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
28,29,29-1063.00,"Internists, General"
28,29,25-2011.00,"Preschool Teachers, Except Special Education"
28,29,17-2072.01,Radio Frequency Identification Device Specialists
28,29,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
28,29,33-9099.02,Retail Loss Prevention Specialists
28,27,15-1199.12,Document Management Specialists
28,27,11-9061.00,Funeral Service Managers
28,27,17-3026.00,Industrial Engineering Technicians
28,27,11-9199.08,Loss Prevention Managers
28,27,19-2032.00,Materials Scientists
28,27,25-2051.00,"Special Education Teachers, Preschool"
28,27,11-3071.02,Storage and Distribution Managers
28,25,27-1021.00,Commercial and Industrial Designers
28,25,15-1143.00,Computer Network Architects
28,25,19-1012.00,Food Scientists and Technologists
28,25,15-1199.05,Geographic Information Systems Technicians
28,25,39-7012.00,Travel Guides
28,25,43-9022.00,Word Processors and Typists
28,23,17-2061.00,Computer Hardware Engineers
28,23,19-2043.00,Hydrologists
28,21,17-2131.00,Materials Engineers
28,20,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
28,20,13-1032.00,"Insurance Appraisers, Auto Damage"
28,18,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
28,18,25-1054.00,"Physics Teachers, Postsecondary"
25,30,43-4121.00,"Library Assistants, Clerical"
25,29,19-1020.01,Biologists
25,29,43-9011.00,Computer Operators
25,29,41-2021.00,Counter and Rental Clerks
25,29,43-3041.00,Gaming Cage Workers
25,29,15-1134.00,Web Developers
25,27,17-1011.00,"Architects, Except Landscape and Naval"
25,27,17-3011.02,Civil Drafters
25,27,17-3022.00,Civil Engineering Technicians
25,27,25-4012.00,Curators
25,27,15-1199.04,Geospatial Information Scientists and Technologists
25,27,25-4021.00,Librarians
25,27,17-3013.00,Mechanical Drafters
25,27,43-4141.00,New Accounts Clerks
25,27,19-2099.01,Remote Sensing Scientists and Technologists
25,27,41-2031.00,Retail Salespersons
25,27,11-9199.07,Security Managers
25,27,19-1013.00,Soil and Plant Scientists
25,27,15-1199.03,Web Administrators
25,27,19-1023.00,Zoologists and Wildlife Biologists
25,25,27-2011.00,Actors
25,25,17-2031.00,Biomedical Engineers
25,25,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
25,25,25-2023.00,"Career/Technical Education Teachers, Middle School"
25,25,43-9021.00,Data Entry Keyers
25,25,17-2071.00,Electrical Engineers
25,25,21-1091.00,Health Educators
25,25,15-1121.01,Informatics Nurse Specialists
25,25,11-9081.00,Lodging Managers
25,25,29-1199.04,Naturopathic Physicians
25,25,29-9012.00,Occupational Health and Safety Technicians
25,25,33-9021.00,Private Detectives and Investigators
25,25,41-9031.00,Sales Engineers
25,25,15-1132.00,"Software Developers, Applications"
25,25,15-1199.01,Software Quality Assurance Engineers and Testers
25,25,11-9199.09,Wind Energy Operations Managers
25,23,11-3011.00,Administrative Services Managers
25,23,25-4011.00,Archivists
25,23,13-2021.01,Assessors
25,23,43-4011.00,Brokerage Clerks
25,23,15-1111.00,Computer and Information Research Scientists
25,23,17-1012.00,Landscape Architects
25,23,43-4031.03,License Clerks
25,23,13-1081.01,Logistics Engineers
25,23,19-1042.00,"Medical Scientists, Except Epidemiologists"
25,23,27-2041.01,Music Directors
25,23,43-4151.00,Order Clerks
25,21,39-4021.00,Funeral Attendants
25,21,33-9031.00,Gaming Surveillance Officers and Gaming Investigators
25,21,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
25,21,43-5061.00,"Production, Planning, and Expediting Clerks"
25,21,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
25,20,27-3021.00,Broadcast News Analysts
25,20,41-9011.00,Demonstrators and Product Promoters
25,20,29-9011.00,Occupational Health and Safety Specialists
25,20,27-2012.03,Program Directors
25,20,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
25,18,27-3041.00,Editors
25,18,43-4061.00,"Eligibility Interviewers, Government Programs"
25,16,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
25,16,43-3021.02,"Billing, Cost, and Rate Clerks"
25,16,39-6012.00,Concierges
25,16,43-6013.00,Medical Secretaries
25,16,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
25,14,15-1131.00,Computer Programmers
25,14,43-4031.01,Court Clerks
25,14,43-9041.01,Insurance Claims Clerks
25,14,39-9041.00,Residential Advisors
25,14,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
25,14,27-3042.00,Technical Writers
22,25,19-3039.01,Neuropsychologists and Clinical Neuropsychologists
22,23,11-9041.00,Architectural and Engineering Managers
22,23,11-3051.00,Industrial Production Managers
22,23,15-1122.00,Information Security Analysts
22,23,43-9061.00,"Office Clerks, General"
22,23,27-3043.05,"Poets, Lyricists and Creative Writers"
22,23,43-4171.00,Receptionists and Information Clerks
22,23,33-9032.00,Security Guards
22,21,17-2141.02,Automotive Engineers
22,21,27-2041.04,Music Composers and Arrangers
22,21,43-2021.00,Telephone Operators
22,20,15-1141.00,Database Administrators
22,20,25-3021.00,Self-Enrichment Education Teachers
22,18,13-2099.01,Financial Quantitative Analysts
22,18,39-1021.01,Spa Managers
22,16,25-9021.00,Farm and Home Management Advisors
22,16,17-2111.01,Industrial Safety and Health Engineers
22,16,27-3022.00,Reporters and Correspondents
22,14,33-3011.00,Bailiffs
22,14,11-9031.00,"Education Administrators, Preschool and Childcare Center/Program"
22,14,17-3012.02,Electrical Drafters
22,14,43-6011.00,Executive Secretaries and Executive Administrative Assistants
22,14,11-9071.00,Gaming Managers
22,14,19-3093.00,Historians
22,14,43-4111.00,"Interviewers, Except Eligibility and Loan"
22,14,17-2121.02,Marine Architects
22,14,21-1092.00,Probation Officers and Correctional Treatment Specialists
22,14,43-9081.00,Proofreaders and Copy Markers
22,14,41-3031.03,Securities and Commodities Traders
22,14,21-1093.00,Social and Human Service Assistants
22,14,13-2082.00,Tax Preparers
22,14,25-9041.00,Teacher Assistants
22,13,13-2021.02,"Appraisers, Real Estate"
22,13,43-4051.00,Customer Service Representatives
22,13,29-1069.03,Hospitalists
19,20,19-1029.01,Bioinformatics Scientists
19,20,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
19,20,15-1199.02,Computer Systems Engineers/Architects
19,20,19-2041.00,"Environmental Scientists and Specialists, Including Health"
19,18,15-1121.00,Computer Systems Analysts
19,18,19-4041.01,Geophysical Data Technicians
19,18,15-1133.00,"Software Developers, Systems Software"
19,18,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School"
19,16,13-1031.01,"Claims Examiners, Property and Casualty Insurance"
19,16,13-2041.00,Credit Analysts
19,16,15-1199.06,Database Architects
19,16,13-1031.02,"Insurance Adjusters, Examiners, and Investigators"
19,14,29-1141.01,Acute Care Nurses
19,14,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
19,14,25-1042.00,"Biological Science Teachers, Postsecondary"
19,14,43-4041.01,Credit Authorizers
19,14,41-3099.01,Energy Brokers
19,14,43-9041.02,Insurance Policy Processing Clerks
19,14,27-2012.01,Producers
19,13,15-2041.01,Biostatisticians
19,13,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
19,13,41-3031.02,"Sales Agents, Financial Services"
19,13,17-2051.01,Transportation Engineers
19,13,25-3099.02,Tutors
19,11,11-9039.01,Distance Learning Coordinators
19,11,25-1081.00,"Education Teachers, Postsecondary"
19,11,13-2053.00,Insurance Underwriters
19,11,43-6012.00,Legal Secretaries
19,11,43-4031.02,Municipal Clerks
19,11,39-9032.00,Recreation Workers
19,11,41-3041.00,Travel Agents
16,16,25-2012.00,"Kindergarten Teachers, Except Special Education"
16,16,17-2161.00,Nuclear Engineers
16,14,25-1071.00,"Health Specialties Teachers, Postsecondary"
16,14,17-2141.00,Mechanical Engineers
16,14,15-1199.10,Search Marketing Strategists
16,13,17-2021.00,Agricultural Engineers
16,13,19-2021.00,Atmospheric and Space Scientists
16,13,11-9161.00,Emergency Management Directors
16,13,25-9031.01,Instructional Designers and Technologists
16,11,11-9199.02,Compliance Managers
16,11,21-1012.00,"Educational, Guidance, School, and Vocational Counselors"
16,11,25-1191.00,Graduate Teaching Assistants
16,11,33-3021.06,Intelligence Analysts
16,11,11-3071.03,Logistics Managers
16,11,11-9111.00,Medical and Health Services Managers
16,11,23-2093.00,"Title Examiners, Abstractors, and Searchers"
16,11,11-3131.00,Training and Development Managers
16,11,11-3071.01,Transportation Managers
16,9,13-2072.00,Loan Officers
13,14,43-9111.00,Statistical Assistants
13,13,29-1069.04,Neurologists
13,13,27-2042.01,Singers
13,13,41-9041.00,Telemarketers
13,11,11-1021.00,General and Operations Managers
13,9,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
13,9,27-3091.00,Interpreters and Translators
13,9,43-3051.00,Payroll and Timekeeping Clerks
13,9,41-9022.00,Real Estate Sales Agents
13,9,11-2022.00,Sales Managers
13,9,11-9151.00,Social and Community Service Managers
13,9,43-3021.01,Statement Clerks
13,9,39-7011.00,Tour Guides and Escorts
13,7,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
13,7,21-2011.00,Clergy
13,7,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
13,7,13-1071.00,Human Resources Specialists
13,7,13-2071.01,Loan Counselors
13,7,23-2011.00,Paralegals and Legal Assistants
13,7,19-3022.00,Survey Researchers
13,7,27-2023.00,"Umpires, Referees, and Other Sports Officials"
10,14,15-2091.00,Mathematical Technicians
10,11,43-5011.00,Cargo and Freight Agents
10,11,17-2199.05,Mechatronics Engineers
10,7,43-3011.00,Bill and Account Collectors
10,7,25-1052.00,"Chemistry Teachers, Postsecondary"
10,7,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
10,7,13-1199.06,Online Merchants
10,7,43-3061.00,Procurement Clerks
10,5,13-2011.01,Accountants
10,5,11-2011.00,Advertising and Promotions Managers
10,5,15-2041.02,Clinical Data Managers
10,5,11-3111.00,Compensation and Benefits Managers
10,5,25-1021.00,"Computer Science Teachers, Postsecondary"
10,5,25-2021.00,"Elementary School Teachers, Except Special Education"
10,5,11-3031.02,"Financial Managers, Branch or Department"
10,5,39-1011.00,Gaming Supervisors
10,5,11-3121.00,Human Resources Managers
10,5,23-1011.00,Lawyers
10,5,43-4131.00,Loan Interviewers and Clerks
10,5,41-9012.00,Models
10,5,29-1069.09,Preventive Medicine Physicians
10,5,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
10,5,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
10,5,41-4011.07,Solar Sales Representatives and Assessors
10,Not relevant,11-9199.10,Wind Energy Project Managers
6,Not relevant,29-1141.02,Advanced Practice Psychiatric Nurses
6,Not relevant,43-4021.00,Correspondence Clerks
6,Not relevant,13-1051.00,Cost Estimators
6,Not relevant,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
6,Not relevant,17-2112.00,Industrial Engineers
6,Not relevant,25-9031.00,Instructional Coordinators
6,Not relevant,43-4051.03,Patient Representatives
6,Not relevant,17-2171.00,Petroleum Engineers
6,Not relevant,19-2012.00,Physicists
6,Not relevant,41-3031.01,"Sales Agents, Securities and Commodities"
6,Not relevant,19-4061.00,Social Science Research Assistants
6,Not relevant,29-1127.00,Speech-Language Pathologists
6,Not relevant,17-2199.02,Validation Engineers
6,Not relevant,17-2199.10,Wind Energy Engineers
6,Not available,29-1069.01,Allergists and Immunologists
3,Not relevant,19-1011.00,Animal Scientists
3,Not relevant,19-3091.01,Anthropologists
3,Not relevant,17-2041.00,Chemical Engineers
3,Not relevant,21-1021.00,"Child, Family, and School Social Workers"
3,Not relevant,17-2051.00,Civil Engineers
3,Not relevant,25-1122.00,"Communications Teachers, Postsecondary"
3,Not relevant,11-9021.00,Construction Managers
3,Not relevant,29-1031.00,Dietitians and Nutritionists
3,Not relevant,21-2021.00,"Directors, Religious Activities and Education"
3,Not relevant,11-9032.00,"Education Administrators, Elementary and Secondary School"
3,Not relevant,19-1041.00,Epidemiologists
3,Not relevant,13-1131.00,Fundraisers
3,Not relevant,21-1022.00,Healthcare Social Workers
3,Not relevant,25-1192.00,"Home Economics Teachers, Postsecondary"
3,Not relevant,17-2112.01,Human Factors Engineers and Ergonomists
3,Not relevant,27-1025.00,Interior Designers
3,Not relevant,13-1081.02,Logistics Analysts
3,Not relevant,13-1161.00,Market Research Analysts and Marketing Specialists
3,Not relevant,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
3,Not relevant,17-2111.03,Product Safety Engineers
3,Not relevant,11-9141.00,"Property, Real Estate, and Community Association Managers"
3,Not relevant,27-3031.00,Public Relations Specialists
3,Not relevant,41-9021.00,Real Estate Brokers
3,Not relevant,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
3,Not relevant,13-1199.02,Security Management Specialists
3,Not relevant,25-2053.00,"Special Education Teachers, Middle School"
3,Not relevant,27-2012.04,Talent Directors
3,Not relevant,13-1151.00,Training and Development Specialists
0,Not relevant,15-2011.00,Actuaries
0,Not relevant,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors
0,Not relevant,41-3011.00,Advertising Sales Agents
0,Not relevant,17-2011.00,Aerospace Engineers
0,Not relevant,23-1022.00,"Arbitrators, Mediators, and Conciliators"
0,Not relevant,25-1031.00,"Architecture Teachers, Postsecondary"
0,Not relevant,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
0,Not relevant,19-2011.00,Astronomers
0,Not relevant,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
0,Not relevant,13-2011.02,Auditors
0,Not relevant,43-9111.01,Bioinformatics Technicians
0,Not relevant,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
0,Not relevant,13-2031.00,Budget Analysts
0,Not relevant,13-1199.04,Business Continuity Planners
0,Not relevant,15-1199.08,Business Intelligence Analysts
0,Not relevant,25-1011.00,"Business Teachers, Postsecondary"
0,Not relevant,11-1011.00,Chief Executives
0,Not relevant,11-1011.03,Chief Sustainability Officers
0,Not relevant,19-4061.01,City and Regional Planning Aides
0,Not relevant,19-2041.01,Climate Change Analysts
0,Not relevant,19-3031.02,Clinical Psychologists
0,Not relevant,11-9121.01,Clinical Research Coordinators
0,Not relevant,27-3043.04,Copy Writers
0,Not relevant,19-3031.03,Counseling Psychologists
0,Not relevant,43-4041.02,Credit Checkers
0,Not relevant,13-2071.00,Credit Counselors
0,Not relevant,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
0,Not relevant,13-1199.03,Customs Brokers
0,Not relevant,15-1199.07,Data Warehousing Specialists
0,Not relevant,25-1063.00,"Economics Teachers, Postsecondary"
0,Not relevant,19-3011.00,Economists
0,Not relevant,11-9033.00,"Education Administrators, Postsecondary"
0,Not relevant,17-2199.03,Energy Engineers
0,Not relevant,25-1032.00,"Engineering Teachers, Postsecondary"
0,Not relevant,25-1123.00,"English Language and Literature Teachers, Postsecondary"
0,Not relevant,19-3011.01,Environmental Economists
0,Not relevant,17-2081.00,Environmental Engineers
0,Not relevant,25-1053.00,"Environmental Science Teachers, Postsecondary"
0,Not relevant,13-1041.03,Equal Opportunity Representatives and Officers
0,Not relevant,13-2051.00,Financial Analysts
0,Not relevant,13-2061.00,Financial Examiners
0,Not relevant,17-2111.02,Fire-Prevention and Protection Engineers
0,Not relevant,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
0,Not relevant,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
0,Not relevant,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
0,Not relevant,13-2099.04,"Fraud Examiners, Investigators and Analysts"
0,Not relevant,43-5011.01,Freight Forwarders
0,Not relevant,29-9092.00,Genetic Counselors
0,Not relevant,19-3092.00,Geographers
0,Not relevant,25-1064.00,"Geography Teachers, Postsecondary"
0,Not relevant,25-1125.00,"History Teachers, Postsecondary"
0,Not relevant,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
0,Not relevant,19-2041.03,Industrial Ecologists
0,Not relevant,19-3032.00,Industrial-Organizational Psychologists
0,Not relevant,15-1199.09,Information Technology Project Managers
0,Not relevant,41-3021.00,Insurance Sales Agents
0,Not relevant,11-9199.03,Investment Fund Managers
0,Not relevant,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
0,Not relevant,23-1012.00,Judicial Law Clerks
0,Not relevant,13-1075.00,Labor Relations Specialists
0,Not relevant,25-1112.00,"Law Teachers, Postsecondary"
0,Not relevant,25-1082.00,"Library Science Teachers, Postsecondary"
0,Not relevant,13-1081.00,Logisticians
0,Not relevant,13-1111.00,Management Analysts
0,Not relevant,11-2021.00,Marketing Managers
0,Not relevant,21-1013.00,Marriage and Family Therapists
0,Not relevant,25-1022.00,"Mathematical Science Teachers, Postsecondary"
0,Not relevant,15-2021.00,Mathematicians
0,Not relevant,21-1023.00,Mental Health and Substance Abuse Social Workers
0,Not relevant,21-1014.00,Mental Health Counselors
0,Not relevant,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
0,Not relevant,11-9121.00,Natural Sciences Managers
0,Not relevant,15-2031.00,Operations Research Analysts
0,Not relevant,13-2052.00,Personal Financial Advisors
0,Not relevant,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
0,Not relevant,25-1065.00,"Political Science Teachers, Postsecondary"
0,Not relevant,19-3094.00,Political Scientists
0,Not relevant,11-9131.00,Postmasters and Mail Superintendents
0,Not relevant,29-1066.00,Psychiatrists
0,Not relevant,25-1066.00,"Psychology Teachers, Postsecondary"
0,Not relevant,11-2031.00,Public Relations and Fundraising Managers
0,Not relevant,11-3061.00,Purchasing Managers
0,Not relevant,11-9199.01,Regulatory Affairs Managers
0,Not relevant,13-1041.07,Regulatory Affairs Specialists
0,Not relevant,21-1015.00,Rehabilitation Counselors
0,Not relevant,13-2099.02,Risk Management Specialists
0,Not relevant,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
0,Not relevant,19-3031.01,School Psychologists
0,Not relevant,25-1113.00,"Social Work Teachers, Postsecondary"
0,Not relevant,19-3041.00,Sociologists
0,Not relevant,25-1067.00,"Sociology Teachers, Postsecondary"
0,Not relevant,25-2054.00,"Special Education Teachers, Secondary School"
0,Not relevant,15-2041.00,Statisticians
0,Not relevant,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
0,Not relevant,11-9199.04,Supply Chain Managers
0,Not relevant,13-1199.05,Sustainability Specialists
0,Not relevant,19-3099.01,Transportation Planners
0,Not relevant,11-3031.01,Treasurers and Controllers
0,Not relevant,19-3051.00,Urban and Regional Planners
0,Not relevant,11-9121.02,Water Resource Specialists
0,Not relevant,17-2081.01,Water/Wastewater Engineers
