Importance,Level,Code,Occupation
44,37,19-2041.02,Environmental Restoration Planners
44,37,33-1012.00,First-Line Supervisors of Police and Detectives
44,37,53-6051.08,Freight and Cargo Inspectors
44,37,17-3029.05,Industrial Engineering Technologists
44,37,53-7064.00,"Packers and Packagers, Hand"
44,37,41-2022.00,Parts Salespersons
44,37,43-5031.00,"Police, Fire, and Ambulance Dispatchers"
44,37,29-2053.00,Psychiatric Technicians
44,37,29-1125.00,Recreational Therapists
44,37,19-1013.00,Soil and Plant Scientists
44,37,53-6041.00,Traffic Technicians
44,36,29-1141.01,Acute Care Nurses
44,36,17-3029.02,Electrical Engineering Technologists
44,36,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
44,36,37-3011.00,Landscaping and Groundskeeping Workers
44,36,29-1069.04,Neurologists
44,34,27-1011.00,Art Directors
44,34,17-3011.02,Civil Drafters
44,34,39-3012.00,Gaming and Sports Book Writers and Runners
44,34,13-1041.04,Government Property Inspectors and Investigators
44,34,43-5041.00,"Meter Readers, Utilities"
44,34,19-2099.01,Remote Sensing Scientists and Technologists
44,34,43-3071.00,Tellers
44,32,41-2011.00,Cashiers
44,32,33-3041.00,Parking Enforcement Workers
44,30,43-3021.02,"Billing, Cost, and Rate Clerks"
44,30,53-3021.00,"Bus Drivers, Transit and Intercity"
44,30,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
44,30,43-4031.03,License Clerks
44,30,43-4171.00,Receptionists and Information Clerks
44,30,41-9031.00,Sales Engineers
44,30,43-2011.00,"Switchboard Operators, Including Answering Service"
44,29,19-1032.00,Foresters
44,27,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
41,43,17-2199.07,Photonics Engineers
41,41,15-1111.00,Computer and Information Research Scientists
41,41,17-2199.06,Microsystems Engineers
41,41,29-1199.04,Naturopathic Physicians
41,41,29-1065.00,"Pediatricians, General"
41,41,53-3041.00,Taxi Drivers and Chauffeurs
41,39,19-1029.01,Bioinformatics Scientists
41,39,13-1199.01,Energy Auditors
41,39,11-9013.02,Farm and Ranch Managers
41,37,11-3051.04,Biomass Power Plant Managers
41,37,53-3022.00,"Bus Drivers, School or Special Client"
41,37,43-4021.00,Correspondence Clerks
41,37,15-1199.12,Document Management Specialists
41,37,17-2121.01,Marine Engineers
41,37,19-1042.00,"Medical Scientists, Except Epidemiologists"
41,37,27-1014.00,Multimedia Artists and Animators
41,37,29-9011.00,Occupational Health and Safety Specialists
41,36,29-1069.01,Allergists and Immunologists
41,36,17-2141.02,Automotive Engineers
41,36,13-2041.00,Credit Analysts
41,36,17-2111.02,Fire-Prevention and Protection Engineers
41,36,33-3031.00,Fish and Game Wardens
41,36,11-3051.00,Industrial Production Managers
41,36,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
41,36,25-4021.00,Librarians
41,36,39-4031.00,"Morticians, Undertakers, and Funeral Directors"
41,36,29-9012.00,Occupational Health and Safety Technicians
41,36,31-1013.00,Psychiatric Aides
41,36,19-1031.01,Soil and Water Conservationists
41,36,19-1023.00,Zoologists and Wildlife Biologists
41,34,39-9011.00,Childcare Workers
41,34,33-1011.00,First-Line Supervisors of Correctional Officers
41,34,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
41,34,11-9061.00,Funeral Service Managers
41,34,15-1199.04,Geospatial Information Scientists and Technologists
41,34,17-3026.00,Industrial Engineering Technicians
41,34,17-2112.00,Industrial Engineers
41,34,39-2021.00,Nonfarm Animal Caretakers
41,34,17-2171.00,Petroleum Engineers
41,34,53-1021.01,Recycling Coordinators
41,34,21-1015.00,Rehabilitation Counselors
41,34,35-3031.00,Waiters and Waitresses
41,32,45-2011.00,Agricultural Inspectors
41,32,39-6011.00,Baggage Porters and Bellhops
41,32,17-2051.00,Civil Engineers
41,32,13-1031.01,"Claims Examiners, Property and Casualty Insurance"
41,32,43-4041.01,Credit Authorizers
41,32,43-4051.00,Customer Service Representatives
41,32,43-6011.00,Executive Secretaries and Executive Administrative Assistants
41,32,33-2021.01,Fire Inspectors
41,32,27-3091.00,Interpreters and Translators
41,32,17-2141.00,Mechanical Engineers
41,32,43-4051.03,Patient Representatives
41,30,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
41,30,43-4131.00,Loan Interviewers and Clerks
41,30,17-2131.00,Materials Engineers
41,30,43-3021.01,Statement Clerks
41,30,11-3031.01,Treasurers and Controllers
38,43,19-1012.00,Food Scientists and Technologists
38,41,17-2031.00,Biomedical Engineers
38,39,29-1062.00,Family and General Practitioners
38,39,15-1132.00,"Software Developers, Applications"
38,39,31-9099.01,Speech-Language Pathology Assistants
38,37,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
38,37,33-2022.00,Forest Fire Inspectors and Prevention Specialists
38,37,19-1029.03,Geneticists
38,36,33-9011.00,Animal Control Workers
38,36,27-3041.00,Editors
38,36,53-6021.00,Parking Lot Attendants
38,36,33-3052.00,Transit and Railroad Police
38,34,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
38,34,17-3022.00,Civil Engineering Technicians
38,34,11-9121.01,Clinical Research Coordinators
38,34,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
38,34,17-2071.00,Electrical Engineers
38,34,41-1011.00,First-Line Supervisors of Retail Sales Workers
38,34,17-1012.00,Landscape Architects
38,34,17-2199.04,Manufacturing Engineers
38,34,19-4061.00,Social Science Research Assistants
38,32,17-2021.00,Agricultural Engineers
38,32,53-2022.00,Airfield Operations Specialists
38,32,43-9111.01,Bioinformatics Technicians
38,32,53-7061.00,Cleaners of Vehicles and Equipment
38,32,47-4011.00,Construction and Building Inspectors
38,32,19-2041.00,"Environmental Scientists and Specialists, Including Health"
38,32,29-1128.00,Exercise Physiologists
38,32,39-9031.00,Fitness Trainers and Aerobics Instructors
38,32,39-9011.01,Nannies
38,32,33-9099.02,Retail Loss Prevention Specialists
38,32,17-2199.10,Wind Energy Engineers
38,30,11-3011.00,Administrative Services Managers
38,30,43-3041.00,Gaming Cage Workers
38,30,43-4121.00,"Library Assistants, Clerical"
38,30,37-2012.00,Maids and Housekeeping Cleaners
38,30,21-1013.00,Marriage and Family Therapists
38,30,19-2032.00,Materials Scientists
38,30,43-5061.00,"Production, Planning, and Expediting Clerks"
38,30,39-1012.00,Slot Supervisors
38,30,15-1133.00,"Software Developers, Systems Software"
38,30,29-1127.00,Speech-Language Pathologists
38,29,41-3099.01,Energy Brokers
38,29,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
38,29,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
38,29,27-2012.01,Producers
38,29,19-1031.02,Range Managers
38,27,11-9081.00,Lodging Managers
38,27,19-1031.03,Park Naturalists
38,27,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
35,39,17-2199.11,Solar Energy Systems Engineers
35,36,15-2041.01,Biostatisticians
35,36,15-1141.00,Database Administrators
35,36,11-3051.06,Hydroelectric Production Managers
35,34,13-2082.00,Tax Preparers
35,34,11-9121.02,Water Resource Specialists
35,32,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
35,32,35-3041.00,"Food Servers, Nonrestaurant"
35,32,13-1131.00,Fundraisers
35,32,15-1121.01,Informatics Nurse Specialists
35,32,17-2199.05,Mechatronics Engineers
35,32,13-1199.06,Online Merchants
35,32,27-2012.03,Program Directors
35,32,41-2031.00,Retail Salespersons
35,32,15-1199.10,Search Marketing Strategists
35,32,13-1199.02,Security Management Specialists
35,30,29-1141.02,Advanced Practice Psychiatric Nurses
35,30,15-1143.00,Computer Network Architects
35,30,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
35,30,15-1122.00,Information Security Analysts
35,30,25-9031.01,Instructional Designers and Technologists
35,30,33-3021.06,Intelligence Analysts
35,30,15-2021.00,Mathematicians
35,30,27-3012.00,Public Address System and Other Announcers
35,30,41-4011.07,Solar Sales Representatives and Assessors
35,30,39-1021.01,Spa Managers
35,29,41-2021.00,Counter and Rental Clerks
35,29,25-2021.00,"Elementary School Teachers, Except Special Education"
35,29,13-1041.02,Licensing Examiners and Inspectors
35,29,13-1121.00,"Meeting, Convention, and Event Planners"
35,29,29-1066.00,Psychiatrists
35,29,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
35,29,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
35,29,17-2081.01,Water/Wastewater Engineers
35,27,13-2021.01,Assessors
35,27,27-3021.00,Broadcast News Analysts
35,27,19-3039.01,Neuropsychologists and Clinical Neuropsychologists
35,27,43-9061.00,"Office Clerks, General"
35,27,13-2052.00,Personal Financial Advisors
35,27,27-3042.00,Technical Writers
35,27,25-3099.02,Tutors
35,25,41-9011.00,Demonstrators and Product Promoters
35,25,13-1081.02,Logistics Analysts
35,25,17-2051.01,Transportation Engineers
35,23,39-1021.00,First-Line Supervisors of Personal Service Workers
31,36,11-9041.00,Architectural and Engineering Managers
31,34,17-2072.01,Radio Frequency Identification Device Specialists
31,32,11-9021.00,Construction Managers
31,32,29-9092.00,Genetic Counselors
31,32,19-2043.00,Hydrologists
31,32,33-9021.00,Private Detectives and Investigators
31,32,11-9199.07,Security Managers
31,30,15-1199.02,Computer Systems Engineers/Architects
31,30,29-1031.00,Dietitians and Nutritionists
31,30,11-9039.01,Distance Learning Coordinators
31,30,11-9071.00,Gaming Managers
31,30,17-2112.01,Human Factors Engineers and Ergonomists
31,30,43-4111.00,"Interviewers, Except Eligibility and Loan"
31,30,21-1093.00,Social and Human Service Assistants
31,30,15-1199.01,Software Quality Assurance Engineers and Testers
31,30,13-1151.00,Training and Development Specialists
31,30,39-7012.00,Travel Guides
31,29,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
31,29,17-2011.00,Aerospace Engineers
31,29,15-1199.08,Business Intelligence Analysts
31,29,11-1011.00,Chief Executives
31,29,11-1011.03,Chief Sustainability Officers
31,29,19-4061.01,City and Regional Planning Aides
31,29,43-4031.01,Court Clerks
31,29,43-9041.01,Insurance Claims Clerks
31,29,23-1012.00,Judicial Law Clerks
31,29,23-1011.00,Lawyers
31,29,17-2121.02,Marine Architects
31,29,41-3031.02,"Sales Agents, Financial Services"
31,29,43-5081.01,"Stock Clerks, Sales Floor"
31,27,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
31,27,11-3051.03,Biofuels Production Managers
31,27,15-1131.00,Computer Programmers
31,27,39-6012.00,Concierges
31,27,43-4061.00,"Eligibility Interviewers, Government Programs"
31,27,21-1091.00,Health Educators
31,27,13-1031.02,"Insurance Adjusters, Examiners, and Investigators"
31,27,11-9199.03,Investment Fund Managers
31,27,25-2012.00,"Kindergarten Teachers, Except Special Education"
31,27,43-5081.04,"Order Fillers, Wholesale and Retail Sales"
31,27,25-1054.00,"Physics Teachers, Postsecondary"
31,27,27-3022.00,Reporters and Correspondents
31,27,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
31,27,11-9151.00,Social and Community Service Managers
31,27,15-2041.00,Statisticians
31,25,13-2061.00,Financial Examiners
31,25,13-2072.00,Loan Officers
31,25,43-3051.00,Payroll and Timekeeping Clerks
31,25,27-3011.00,Radio and Television Announcers
31,23,25-1021.00,"Computer Science Teachers, Postsecondary"
31,23,19-1041.00,Epidemiologists
31,23,11-9131.00,Postmasters and Mail Superintendents
31,23,13-1041.07,Regulatory Affairs Specialists
31,21,13-2071.00,Credit Counselors
31,21,11-3131.00,Training and Development Managers
31,21,41-3041.00,Travel Agents
31,18,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
28,32,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
28,30,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
28,30,25-4012.00,Curators
28,30,21-1022.00,Healthcare Social Workers
28,30,17-2111.01,Industrial Safety and Health Engineers
28,30,21-1014.00,Mental Health Counselors
28,30,11-9121.00,Natural Sciences Managers
28,30,19-3051.00,Urban and Regional Planners
28,29,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
28,29,39-3091.00,Amusement and Recreation Attendants
28,29,13-2021.02,"Appraisers, Real Estate"
28,29,25-4011.00,Archivists
28,29,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
28,29,43-5011.00,Cargo and Freight Agents
28,29,11-3021.00,Computer and Information Systems Managers
28,29,35-2011.00,"Cooks, Fast Food"
28,29,11-9039.02,Fitness and Wellness Coordinators
28,29,25-2011.00,"Preschool Teachers, Except Special Education"
28,29,27-3031.00,Public Relations Specialists
28,29,11-3071.02,Storage and Distribution Managers
28,27,11-9199.08,Loss Prevention Managers
28,27,53-6061.00,"Transportation Attendants, Except Flight Attendants"
28,25,43-3011.00,Bill and Account Collectors
28,25,25-2023.00,"Career/Technical Education Teachers, Middle School"
28,25,33-9031.00,Gaming Surveillance Officers and Gaming Investigators
28,25,19-3032.00,Industrial-Organizational Psychologists
28,25,43-6012.00,Legal Secretaries
28,25,13-2071.01,Loan Counselors
28,25,43-4031.02,Municipal Clerks
28,25,23-2011.00,Paralegals and Legal Assistants
28,23,13-2011.01,Accountants
28,23,27-3043.04,Copy Writers
28,23,25-1071.00,"Health Specialties Teachers, Postsecondary"
28,23,53-7111.00,Mine Shuttle Car Operators
28,23,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
28,23,43-9111.00,Statistical Assistants
28,23,13-1199.05,Sustainability Specialists
28,21,13-1032.00,"Insurance Appraisers, Auto Damage"
28,Not available,17-2081.00,Environmental Engineers
25,29,19-2011.00,Astronomers
25,29,27-2032.00,Choreographers
25,29,27-2031.00,Dancers
25,29,11-3031.02,"Financial Managers, Branch or Department"
25,29,39-9032.00,Recreation Workers
25,29,25-2051.00,"Special Education Teachers, Preschool"
25,29,27-2023.00,"Umpires, Referees, and Other Sports Officials"
25,29,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
25,27,27-2011.00,Actors
25,27,17-2041.00,Chemical Engineers
25,27,27-2022.00,Coaches and Scouts
25,27,33-9091.00,Crossing Guards
25,27,11-3121.00,Human Resources Managers
25,27,13-1081.00,Logisticians
25,27,25-3021.00,Self-Enrichment Education Teachers
25,27,25-9041.00,Teacher Assistants
25,27,11-9199.09,Wind Energy Operations Managers
25,25,11-9031.00,"Education Administrators, Preschool and Childcare Center/Program"
25,25,13-1041.03,Equal Opportunity Representatives and Officers
25,25,43-5011.01,Freight Forwarders
25,25,21-1023.00,Mental Health and Substance Abuse Social Workers
25,25,27-2041.01,Music Directors
25,25,39-9041.00,Residential Advisors
25,25,11-3071.01,Transportation Managers
25,21,19-1011.00,Animal Scientists
25,21,13-1074.00,Farm Labor Contractors
25,21,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
25,21,11-3071.03,Logistics Managers
25,21,41-9041.00,Telemarketers
25,20,13-2099.01,Financial Quantitative Analysts
25,20,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
25,20,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
25,20,43-9081.00,Proofreaders and Copy Markers
25,20,25-2054.00,"Special Education Teachers, Secondary School"
25,20,23-2093.00,"Title Examiners, Abstractors, and Searchers"
25,20,17-2199.02,Validation Engineers
25,18,19-2021.00,Atmospheric and Space Scientists
25,18,33-3011.00,Bailiffs
25,18,17-2199.03,Energy Engineers
25,18,25-1113.00,"Social Work Teachers, Postsecondary"
25,18,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
25,18,19-3099.01,Transportation Planners
25,Not available,43-4041.02,Credit Checkers
22,25,23-1022.00,"Arbitrators, Mediators, and Conciliators"
22,25,13-1161.00,Market Research Analysts and Marketing Specialists
22,25,19-3031.01,School Psychologists
22,25,33-9032.00,Security Guards
22,25,19-3022.00,Survey Researchers
22,23,15-2041.02,Clinical Data Managers
22,23,43-9041.02,Insurance Policy Processing Clerks
22,23,13-2053.00,Insurance Underwriters
22,23,29-1069.09,Preventive Medicine Physicians
22,23,11-2031.00,Public Relations and Fundraising Managers
22,23,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
22,21,19-3091.01,Anthropologists
22,21,25-1031.00,"Architecture Teachers, Postsecondary"
22,21,25-1052.00,"Chemistry Teachers, Postsecondary"
22,21,19-3031.02,Clinical Psychologists
22,21,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
22,21,25-9031.00,Instructional Coordinators
22,21,21-1092.00,Probation Officers and Correctional Treatment Specialists
22,20,15-1199.06,Database Architects
22,20,13-2051.00,Financial Analysts
22,20,39-4021.00,Funeral Attendants
22,20,13-1071.00,Human Resources Specialists
22,20,11-9111.00,Medical and Health Services Managers
22,20,41-3031.03,Securities and Commodities Traders
22,20,11-9199.04,Supply Chain Managers
22,18,21-1021.00,"Child, Family, and School Social Workers"
22,18,21-2011.00,Clergy
22,18,19-3011.01,Environmental Economists
22,18,11-9141.00,"Property, Real Estate, and Community Association Managers"
22,18,13-2099.02,Risk Management Specialists
22,16,19-2041.01,Climate Change Analysts
22,16,11-3111.00,Compensation and Benefits Managers
22,16,25-1081.00,"Education Teachers, Postsecondary"
22,14,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
22,Not available,17-2161.00,Nuclear Engineers
20,29,15-2091.00,Mathematical Technicians
19,21,25-1042.00,"Biological Science Teachers, Postsecondary"
19,21,25-1063.00,"Economics Teachers, Postsecondary"
19,21,15-1199.09,Information Technology Project Managers
19,21,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
19,21,17-2111.03,Product Safety Engineers
19,21,41-9022.00,Real Estate Sales Agents
19,20,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors
19,20,11-9032.00,"Education Administrators, Elementary and Secondary School"
19,20,25-9021.00,Farm and Home Management Advisors
19,20,25-1192.00,"Home Economics Teachers, Postsecondary"
19,20,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
19,20,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
19,18,11-9199.02,Compliance Managers
19,18,13-1051.00,Cost Estimators
19,18,11-2021.00,Marketing Managers
19,18,41-3031.01,"Sales Agents, Securities and Commodities"
19,18,11-2022.00,Sales Managers
19,16,19-3031.03,Counseling Psychologists
19,16,41-3021.00,Insurance Sales Agents
19,16,13-1111.00,Management Analysts
19,14,13-1199.04,Business Continuity Planners
19,14,25-1011.00,"Business Teachers, Postsecondary"
19,14,15-2031.00,Operations Research Analysts
19,14,39-7011.00,Tour Guides and Escorts
19,13,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
19,13,25-1112.00,"Law Teachers, Postsecondary"
19,13,25-1082.00,"Library Science Teachers, Postsecondary"
19,11,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
19,11,27-2012.04,Talent Directors
19,Not available,11-1021.00,General and Operations Managers
16,18,15-2011.00,Actuaries
16,18,13-2011.02,Auditors
16,18,13-1199.03,Customs Brokers
16,18,21-2021.00,"Directors, Religious Activities and Education"
16,18,25-1032.00,"Engineering Teachers, Postsecondary"
16,18,13-2099.04,"Fraud Examiners, Investigators and Analysts"
16,16,11-2011.00,Advertising and Promotions Managers
16,16,41-3011.00,Advertising Sales Agents
16,16,13-2031.00,Budget Analysts
16,16,11-9033.00,"Education Administrators, Postsecondary"
16,16,11-9161.00,Emergency Management Directors
16,16,19-3092.00,Geographers
16,16,25-1191.00,Graduate Teaching Assistants
16,16,11-9199.01,Regulatory Affairs Managers
16,16,25-2053.00,"Special Education Teachers, Middle School"
16,14,27-1025.00,Interior Designers
16,13,11-9199.10,Wind Energy Project Managers
16,11,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
16,11,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
16,9,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
16,9,25-1053.00,"Environmental Science Teachers, Postsecondary"
16,9,25-1022.00,"Mathematical Science Teachers, Postsecondary"
16,9,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
16,9,25-1066.00,"Psychology Teachers, Postsecondary"
16,9,25-1067.00,"Sociology Teachers, Postsecondary"
16,7,19-3094.00,Political Scientists
13,14,21-1012.00,"Educational, Guidance, School, and Vocational Counselors"
13,14,11-3061.00,Purchasing Managers
13,13,19-3011.00,Economists
13,13,27-2042.01,Singers
13,11,25-1064.00,"Geography Teachers, Postsecondary"
13,9,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
13,9,39-1011.00,Gaming Supervisors
13,7,25-1122.00,"Communications Teachers, Postsecondary"
13,7,19-3093.00,Historians
13,7,19-3041.00,Sociologists
10,9,41-9012.00,Models
10,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
6,Not relevant,15-1199.07,Data Warehousing Specialists
6,Not relevant,25-1123.00,"English Language and Literature Teachers, Postsecondary"
6,Not relevant,25-1065.00,"Political Science Teachers, Postsecondary"
6,Not relevant,43-3061.00,Procurement Clerks
6,Not relevant,41-9021.00,Real Estate Brokers
3,Not relevant,19-2041.03,Industrial Ecologists
3,Not relevant,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School"
0,Not relevant,25-1125.00,"History Teachers, Postsecondary"
0,Not relevant,13-1075.00,Labor Relations Specialists
